"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL256234";"";"0";"468.62";"0";"4.72";"16";"Cc1c(C(=O)N(C)CCc2ccccc2)oc2ccc(S(=O)(=O)N3CC(C)CC(C)C3)cc12";"Inhibition";"'='";"92.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL950089";"Displacement of radioligand from human CB1 receptor expressed in HEK293 cells at 10 uM";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"HEK293";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142334";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"CHEMBL3307715"
"CHEMBL404574";"";"0";"432.59";"0";"4.47";"14";"Cc1c(C(=O)NC2CCCCC2)oc2ccc(S(=O)(=O)N3CC(C)CC(C)C3)cc12";"Inhibition";"'='";"95.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL950089";"Displacement of radioligand from human CB1 receptor expressed in HEK293 cells at 10 uM";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"HEK293";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142334";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"CHEMBL3307715"
"CHEMBL272350";"";"0";"440.57";"0";"4.34";"5";"Cc1c(C(=O)NCc2ccccc2)oc2ccc(S(=O)(=O)N3CC(C)CC(C)C3)cc12";"Inhibition";"'='";"92.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL950089";"Displacement of radioligand from human CB1 receptor expressed in HEK293 cells at 10 uM";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"HEK293";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142334";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"CHEMBL3307715"
"CHEMBL3237113";"";"0";"426.00";"1";"5.98";"12f";"CCCCCCc1c(C(=O)NCCc2ccc(N(C)C)cc2)[nH]c2ccc(Cl)cc12";"Inhibition";"";"";"";"";"";"Dose-dependent effect";"";"";"";"";"";"False";"CHEMBL3239551";"Allosteric modulation of cannabinoid CB1 receptor (unknown origin) expressed in HEK293 cells assessed as inhibition of CP55940-induced [35S]GTPgammaS binding after 60 mins by liquid scintillation counting";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"HEK293";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3232862";"1";"Scientific Literature";"J. Med. Chem.";"2014";"CHEMBL3307715"
"CHEMBL1097456";"N-[6-(4-CHLOROPHENYL)-7-(2,4-DICHLOROPHENYL)-2,2-DIMETHYL-3,4-DIHYDRO-2H-PYRANO[2,3-B]PYRIDINE-4-YL]-4,4,4-TRIFLUORO-3-HYDROXYBUTANAMIDE (DIASTEREOMERIC MIX)";"0";"573.83";"2";"7.41";"8g, diastereomer";"CC1(C)CC(NC(=O)CC(O)C(F)(F)F)c2cc(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3Cl)nc2O1";"Inhibition";"";"";"";"";"";"Active";"";"";"";"";"";"False";"CHEMBL1105738";"Inverse agonist activity at human recombinant cannabinoid CB1 receptor expressed in CHO cellssassessed as inhibition of forskolin-stimulated increase in intracellular cAMP level";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"CHO";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157794";"1";"Scientific Literature";"J. Med. Chem.";"2010";"CHEMBL3308072"
"CHEMBL270803";"";"0";"441.55";"0";"3.73";"26";"Cc1c(C(=O)NCc2ccccn2)oc2ccc(S(=O)(=O)N3CC(C)CC(C)C3)cc12";"Inhibition";"'='";"10.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL950089";"Displacement of radioligand from human CB1 receptor expressed in HEK293 cells at 10 uM";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"HEK293";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142334";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"CHEMBL3307715"
"CHEMBL272945";"";"0";"406.55";"0";"3.89";"18";"CCN(CC)C(=O)c1oc2ccc(S(=O)(=O)N3CC(C)CC(C)C3)cc2c1C";"Inhibition";"'='";"89.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL950089";"Displacement of radioligand from human CB1 receptor expressed in HEK293 cells at 10 uM";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"HEK293";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142334";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"CHEMBL3307715"
"CHEMBL3217791";"";"0";"398.87";"0";"4.24";"37";"O=C(Oc1cccc(/C=C2\N=C3SCCCN3C2=O)c1)c1ccc(Cl)cc1";"Inhibition";"'='";"12.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3222514";"Displacement of [3H]CP55,940 from human recombinant CB1 receptor expressed in CHO-K1 cells at 10 uM";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"CHO-K1";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3217528";"1";"Scientific Literature";"MedChemComm";"2014";"CHEMBL3307512"
"CHEMBL519316";"";"0";"484.21";"1";"7.12";"5d";"O=C(NC1CCCCC1)n1nc(-c2ccc(Cl)cc2Cl)c(-c2ccc(Cl)cc2Cl)n1";"Inhibition";"'='";"29.2";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1034815";"Displacement of [3H]CP-55940 from human CB1 receptor expressed in HEK293 cells at 10 uM";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"HEK293";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141022";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3307715"
"CHEMBL410337";"";"0";"421.52";"0";"4.26";"C";"COc1ccc(C2C(CCS(=O)(=O)c3ccccc3)C(=O)N2c2ccccc2)cc1";"Inhibition";"'='";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL933482";"Displacement of [3H]CP-55940 from human CB1 receptor expressed in HEK293 cells at 0.1 uM";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"HEK293";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144779";"1";"Scientific Literature";"J. Med. Chem.";"2008";"CHEMBL3307715"
"CHEMBL2071055";"";"0";"410.95";"1";"5.77";"5";"CCc1c(C(=O)OCCc2ccc(N3CCCCC3)cc2)[nH]c2ccc(Cl)cc12";"Inhibition";"'='";"18.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2073237";"Allosteric modulation of human recombinant CB1 receptor expressed in HEK293 cells assessed as inhibitor of [3H]CP55940 binding at 10 uM";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"HEK293";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2069250";"1";"Scientific Literature";"J. Med. Chem.";"2012";"CHEMBL3307715"
"CHEMBL34439";"";"0";"327.55";"1";"5.35";"11";"CCCCCCCCCCCCCCCC(=O)NC(C)(C)CO";"Inhibition";"'='";"15.7";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL657503";"Percent inhibition of specific binding of [3H]CP-55940 towards human cannabinoid receptor 1 from Chinese hamster ovary cell membranes at the concentration of 10 uM";"B";"BAO_0000219";"cell-based format";"";"";"";"ovary";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136715";"1";"Scientific Literature";"J. Med. Chem.";"2003";""
"CHEMBL2316290";"";"0";"369.47";"0";"2.80";"21";"Cc1nn(C)c2c1c(=O)c(C(=O)NC1CCCCC1)cn2CCCCC#N";"Inhibition";"'='";"28.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2317843";"Displacement of [3H]CP-55,940 from human recombinant CB1 receptor expressed in CHO cell membranes at 1 to 10000 nM after 90 mins by scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"CHO";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2311525";"1";"Scientific Literature";"J. Med. Chem.";"2013";"CHEMBL3308072"
"CHEMBL35286";"HEXADECANOIC ACID PROPYLAMIDE";"0";"297.53";"1";"5.99";"5";"CCCCCCCCCCCCCCCC(=O)NCCC";"Inhibition";"'='";"14.4";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL657503";"Percent inhibition of specific binding of [3H]CP-55940 towards human cannabinoid receptor 1 from Chinese hamster ovary cell membranes at the concentration of 10 uM";"B";"BAO_0000219";"cell-based format";"";"";"";"ovary";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136715";"1";"Scientific Literature";"J. Med. Chem.";"2003";""
"CHEMBL256469";"";"0";"417.53";"0";"3.39";"24";"Cc1c(C(=O)N(C)CCC#N)oc2ccc(S(=O)(=O)N3CC(C)CC(C)C3)cc12";"Inhibition";"'='";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL950089";"Displacement of radioligand from human CB1 receptor expressed in HEK293 cells at 10 uM";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"HEK293";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142334";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"CHEMBL3307715"
"CHEMBL32886";"N-ETHYLPALMITAMIDE";"0";"283.50";"1";"5.60";"4";"CCCCCCCCCCCCCCCC(=O)NCC";"Inhibition";"'='";"2.8";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL657503";"Percent inhibition of specific binding of [3H]CP-55940 towards human cannabinoid receptor 1 from Chinese hamster ovary cell membranes at the concentration of 10 uM";"B";"BAO_0000219";"cell-based format";"";"";"";"ovary";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136715";"1";"Scientific Literature";"J. Med. Chem.";"2003";""
"CHEMBL32319";"HEXADECANOIC ACID BUTYLAMIDE";"0";"311.55";"1";"6.38";"6";"CCCCCCCCCCCCCCCC(=O)NCCCC";"Inhibition";"'='";"19.6";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL657503";"Percent inhibition of specific binding of [3H]CP-55940 towards human cannabinoid receptor 1 from Chinese hamster ovary cell membranes at the concentration of 10 uM";"B";"BAO_0000219";"cell-based format";"";"";"";"ovary";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136715";"1";"Scientific Literature";"J. Med. Chem.";"2003";""
"CHEMBL414883";"RADICICOL";"0";"364.78";"0";"2.69";"6";"C[C@@H]1C[C@H]2O[C@@H]2/C=C\C=C\C(=O)Cc2c(Cl)c(O)cc(O)c2C(=O)O1";"Inhibition";"'='";"30.7";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2378216";"Displacement of [3H]-CP55940 from human recombinant CB1 receptor transfected in HEK293 cells at 10 uM after 90 mins relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"HEK293";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2375316";"1";"Scientific Literature";"J. Nat. Prod.";"2013";"CHEMBL3307715"
"CHEMBL284042";"HEXADECANOIC ACID CYCLOPENTYLAMIDE";"0";"323.57";"1";"6.53";"15";"CCCCCCCCCCCCCCCC(=O)NC1CCCC1";"Inhibition";"'='";"27.1";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL657503";"Percent inhibition of specific binding of [3H]CP-55940 towards human cannabinoid receptor 1 from Chinese hamster ovary cell membranes at the concentration of 10 uM";"B";"BAO_0000219";"cell-based format";"";"";"";"ovary";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136715";"1";"Scientific Literature";"J. Med. Chem.";"2003";""
"CHEMBL223197";"";"0";"218.30";"0";"1.21";"5";"NCc1cccc(CC2CCCNC2=O)c1";"Inhibition";"'='";"-33.0";"%";"";"Outside typical range";"";"UO_0000187";"";"";"";"";"False";"CHEMBL915873";"Displacement of radiolabeled WIN-55212-2 from human CB1 receptor expressed in HEK293 cells at 10 uM";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"HEK293";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143001";"1";"Scientific Literature";"J. Med. Chem.";"2007";"CHEMBL3307715"
"CHEMBL489438";"";"0";"546.53";"2";"5.24";"38";"O=C([C@@H]1C[C@H]1c1ccc(C(F)(F)F)cc1)N1CCN(S(=O)(=O)c2cc(C3CC3)cc(C(F)(F)F)c2)CC1";"Inhibition";"'='";"156.0";"%";"";"Outside typical range";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1011896";"Antagonist activity at human recombinant CB1R expressed in CHO cells assessed as inhibition of methanandamide-stimulated cAMP level at 2 uM";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"CHO";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153427";"1";"Scientific Literature";"J. Med. Chem.";"2009";"CHEMBL3308072"
"CHEMBL423904";"";"0";"299.50";"0";"4.58";"15";"CCCCCCCCCCCCCCCNC(=O)CCO";"Inhibition";"'='";"4.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL657501";"Binding affinity against human Cannabinoid receptor 1 using CHO-hCB1 transfected cell membrane and [3H]CP-55940 as radioligand at 10 uM";"B";"BAO_0000019";"assay format";"";"";"";"";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145119";"1";"Scientific Literature";"J. Med. Chem.";"2003";""
"CHEMBL3892181";"";"0";"328.42";"1";"5.08";"8d";"CC(C)Cc1nc2ccccc2n1C(=O)c1cccc2ccccc12";"Inhibition";"'>'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3873272";"Displacement of [3H]CP-55940 from human recombinant CB1 receptor expressed in HEK293 cell membranes at 1 uM incubated for 1.5 hrs relative to control";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"HEK293";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3872225";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3307715"
"CHEMBL3901140";"";"0";"328.42";"1";"5.18";"8f";"CC(C)(C)c1nc2ccccc2n1C(=O)c1cccc2ccccc12";"Inhibition";"'>'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3873272";"Displacement of [3H]CP-55940 from human recombinant CB1 receptor expressed in HEK293 cell membranes at 1 uM incubated for 1.5 hrs relative to control";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"HEK293";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3872225";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3307715"
"CHEMBL3905573";"";"0";"294.35";"0";"3.69";"9b";"CCCc1nc2ccccc2n1C(=O)c1ccc(OC)cc1";"Inhibition";"'>'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3873272";"Displacement of [3H]CP-55940 from human recombinant CB1 receptor expressed in HEK293 cell membranes at 1 uM incubated for 1.5 hrs relative to control";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"HEK293";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3872225";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3307715"
"CHEMBL244946";"";"0";"537.74";"2";"5.63";"35";"Cc1ccc2c(-c3nnc(SCCCN4CCc5ccc(-c6cc(C)nn6C)cc5CC4)n3C)cccc2n1";"Inhibition";"'='";"22.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL895533";"Inhibition of human CB1 receptor at 1 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148818";"1";"Scientific Literature";"J. Med. Chem.";"2007";""
"CHEMBL600053";"";"0";"283.35";"0";"2.40";"3";"Fc1cccc(CNC23OC4C5C6CC(C7C6C4C72)C53)c1";"Inhibition";"'<'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1069108";"Inhibition of CB1 receptor at 10 uM";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153172";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";""
"CHEMBL34404";"HEXADECANOIC ACID CYCLOPROPYLAMIDE";"0";"295.51";"1";"5.75";"14";"CCCCCCCCCCCCCCCC(=O)NC1CC1";"Inhibition";"'='";"12.8";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL657503";"Percent inhibition of specific binding of [3H]CP-55940 towards human cannabinoid receptor 1 from Chinese hamster ovary cell membranes at the concentration of 10 uM";"B";"BAO_0000219";"cell-based format";"";"";"";"ovary";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136715";"1";"Scientific Literature";"J. Med. Chem.";"2003";""
"CHEMBL3220951";"";"0";"322.43";"0";"3.66";"57";"O=C1N=C2SCCCCN2C1(c1ccccc1)c1ccccc1";"Inhibition";"'='";"34.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3222514";"Displacement of [3H]CP55,940 from human recombinant CB1 receptor expressed in CHO-K1 cells at 10 uM";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"CHO-K1";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3217528";"1";"Scientific Literature";"MedChemComm";"2014";"CHEMBL3307512"
"CHEMBL3221191";"";"0";"419.33";"1";"5.25";"35";"O=C1/C(=C/c2cccc(OCc3ccc(Cl)c(Cl)c3)c2)N=C2SCCCN12";"Inhibition";"'='";"15.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3222514";"Displacement of [3H]CP55,940 from human recombinant CB1 receptor expressed in CHO-K1 cells at 10 uM";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"CHO-K1";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3217528";"1";"Scientific Literature";"MedChemComm";"2014";"CHEMBL3307512"
"CHEMBL161343";"ARACHIDONOYL GLYCINE";"0";"361.53";"1";"5.33";"8, NAGly";"CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCC(=O)O";"Inhibition";"'='";"43.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3222514";"Displacement of [3H]CP55,940 from human recombinant CB1 receptor expressed in CHO-K1 cells at 10 uM";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"CHO-K1";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3217528";"1";"Scientific Literature";"MedChemComm";"2014";"CHEMBL3307512"
"CHEMBL475784";"";"0";"536.29";"2";"7.75";"5e";"O=C(NC12CC3CC(CC(C3)C1)C2)n1nc(-c2ccc(Cl)cc2Cl)c(-c2ccc(Cl)cc2Cl)n1";"Inhibition";"'='";"78.9";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1034815";"Displacement of [3H]CP-55940 from human CB1 receptor expressed in HEK293 cells at 10 uM";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"HEK293";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141022";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3307715"
"CHEMBL519786";"";"0";"493.18";"1";"6.83";"11";"O=C(Cn1nc(-c2ccc(Cl)cc2Cl)c(-c2ccc(Cl)cc2Cl)n1)Oc1ccccc1";"Inhibition";"'='";"14.3";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1034815";"Displacement of [3H]CP-55940 from human CB1 receptor expressed in HEK293 cells at 10 uM";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"HEK293";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141022";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3307715"
"CHEMBL274245";"";"0";"464.78";"1";"5.42";"24";"O=C(NN1CCCCCC1)c1nc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2Cl)n1";"Inhibition";"'='";"43.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL657502";"Evaluated for binding affinity towards human Cannabinoid receptor 1 at a concentration of 20 uM";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147585";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";""
"CHEMBL284717";"";"0";"301.49";"1";"5.55";"18";"CCCCCCCCCCCCCCCC(=O)NCCF";"Inhibition";"'='";"8.2";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL657503";"Percent inhibition of specific binding of [3H]CP-55940 towards human cannabinoid receptor 1 from Chinese hamster ovary cell membranes at the concentration of 10 uM";"B";"BAO_0000219";"cell-based format";"";"";"";"ovary";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136715";"1";"Scientific Literature";"J. Med. Chem.";"2003";""
"CHEMBL81708";"";"0";"425.53";"0";"4.18";"3";"CCCCCOc1cc(/C=C/C(=O)N[C@@H](Cc2ccccc2)C(=O)OC)ccc1OC";"Inhibition";"'='";"51.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL663459";"Binding affinity against human Cannabinoid receptor 1 expressed in CHO cells by using CP-55940 as Radioactive tracer at 1 uM";"B";"BAO_0000219";"cell-based format";"";"";"";"CHO";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134897";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2002";"CHEMBL3308072"
"CHEMBL474217";"";"0";"404.30";"1";"5.26";"1a";"CCCCOC(=O)Cn1nnc(-c2ccc(Cl)cc2)c1-c1ccc(Cl)cc1";"Inhibition";"'='";"64.1";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1034815";"Displacement of [3H]CP-55940 from human CB1 receptor expressed in HEK293 cells at 10 uM";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"HEK293";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141022";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3307715"
"CHEMBL1223307";"";"0";"373.88";"0";"3.84";"7";"O=C(NC[C@@H]1CCCO1)c1nc(-c2ccc(Cl)cc2)n2c1CCCCC2";"Inhibition";"'='";"63.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1227992";"Inhibition of human CB1 receptor expressed in CHOK1 cells by luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"CHO-K1";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1221260";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"CHEMBL3307512"
"CHEMBL3120205";"";"0";"404.51";"0";"4.27";"5h";"Cc1ccc(Cn2c(-c3ccc(C)cc3)nn(C(=O)NC3CCCCC3)c2=O)cc1";"Inhibition";"'='";"60.9";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3124138";"Antagonist activity at human CB1 receptor stably expressed in CHO cells co-expressing co-expressing Ga15/16 assessed as calcium current at 10 uM after 45 mins by fluo-4 AM assay relative to basal control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"CHO";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3120110";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2014";"CHEMBL3308072"
"CHEMBL259646";"";"0";"383.45";"1";"5.39";"A";"COc1ccc([C@@H]2[C@@H](Cc3cc4ccccc4o3)C(=O)N2c2ccccc2)cc1";"Inhibition";"'='";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL933482";"Displacement of [3H]CP-55940 from human CB1 receptor expressed in HEK293 cells at 0.1 uM";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"HEK293";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144779";"1";"Scientific Literature";"J. Med. Chem.";"2008";"CHEMBL3307715"
"CHEMBL259562";"";"0";"449.55";"1";"5.52";"E";"CC(=O)SC(CCc1ccccc1)[C@H]1C(=O)N(c2ccc(F)cc2)[C@@H]1c1ccc(O)cc1";"Inhibition";"'='";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL933482";"Displacement of [3H]CP-55940 from human CB1 receptor expressed in HEK293 cells at 0.1 uM";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"HEK293";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144779";"1";"Scientific Literature";"J. Med. Chem.";"2008";"CHEMBL3307715"
