"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL1325551";"";"0";"402.52";"0";"3.56";"SID17506562";"CCOC(=O)c1c(-c2ccc(C)cc2)csc1NC(=O)CCN1CCOCC1";"IC50";"'>'";"50000.0";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"False";"CHEMBL1614423";"PUBCHEM_BIOASSAY: Thrombin 1536 HTS Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 1046 (Thrombin 1536 HTS; hits were confirmed in this assay)]";"F";"BAO_0000019";"assay format";"Homo sapiens";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";""
"CHEMBL1308938";"";"0";"241.68";"0";"1.43";"SID24817289";"O=C(O)C1CCN(c2ccc(Cl)nn2)CC1";"IC50";"'>'";"50000.0";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"False";"CHEMBL1614423";"PUBCHEM_BIOASSAY: Thrombin 1536 HTS Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 1046 (Thrombin 1536 HTS; hits were confirmed in this assay)]";"F";"BAO_0000019";"assay format";"Homo sapiens";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";""
"CHEMBL1418134";"";"0";"429.65";"0";"4.82";"SID14737580";"F[B-](F)(F)F.OCCCCC[NH+]=c1cc(-c2ccccc2)oc2ccc(Cl)cc12";"IC50";"'='";"3041.93";"nM";"5.52";"";"Active";"UO_0000065";"";"";"";"";"False";"CHEMBL1614423";"PUBCHEM_BIOASSAY: Thrombin 1536 HTS Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 1046 (Thrombin 1536 HTS; hits were confirmed in this assay)]";"F";"BAO_0000019";"assay format";"Homo sapiens";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";""
"CHEMBL1613190";"";"0";"402.44";"0";"3.74";"SID26727053";"O=[N+]([O-])c1ccc(-c2nnc(CSc3nnc(O)n3C3CCCCC3)o2)cc1";"IC50";"'='";"4041.04";"nM";"5.39";"";"Active";"UO_0000065";"";"";"";"";"False";"CHEMBL1614423";"PUBCHEM_BIOASSAY: Thrombin 1536 HTS Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 1046 (Thrombin 1536 HTS; hits were confirmed in this assay)]";"F";"BAO_0000019";"assay format";"Homo sapiens";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";""
"CHEMBL1310681";"";"0";"379.44";"0";"3.29";"SID17386309";"CC1=C(C(=O)Nc2ccccc2)C(c2ccc(O)cc2)N2C(=O)CSC2=N1";"IC50";"'='";"25189.23";"nM";"4.60";"";"Active";"UO_0000065";"";"";"";"";"False";"CHEMBL1614423";"PUBCHEM_BIOASSAY: Thrombin 1536 HTS Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 1046 (Thrombin 1536 HTS; hits were confirmed in this assay)]";"F";"BAO_0000019";"assay format";"Homo sapiens";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";""
"CHEMBL1350952";"";"0";"327.41";"0";"3.45";"SID24783605";"CCCC(=O)n1nc(-c2cccnc2)nc1NCc1cccs1";"IC50";"'='";"4.26";"nM";"8.37";"";"Active";"UO_0000065";"";"";"";"";"False";"CHEMBL1614423";"PUBCHEM_BIOASSAY: Thrombin 1536 HTS Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 1046 (Thrombin 1536 HTS; hits were confirmed in this assay)]";"F";"BAO_0000019";"assay format";"Homo sapiens";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";""
"CHEMBL1531524";"";"0";"418.95";"0";"4.01";"SID4265576";"Cn1c(CN2CCCCC2)nc2cc(NS(=O)(=O)c3ccc(Cl)cc3)ccc21";"IC50";"'='";"1057.11";"nM";"5.98";"";"Active";"UO_0000065";"";"";"";"";"False";"CHEMBL1614423";"PUBCHEM_BIOASSAY: Thrombin 1536 HTS Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 1046 (Thrombin 1536 HTS; hits were confirmed in this assay)]";"F";"BAO_0000019";"assay format";"Homo sapiens";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";""
"CHEMBL1549907";"";"0";"365.44";"0";"3.65";"SID24812817";"COc1ccc(CNc2nc(-c3cccnc3)nn2C(=O)CC(C)C)cc1";"IC50";"'='";"336.04";"nM";"6.47";"";"Active";"UO_0000065";"";"";"";"";"False";"CHEMBL1614423";"PUBCHEM_BIOASSAY: Thrombin 1536 HTS Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 1046 (Thrombin 1536 HTS; hits were confirmed in this assay)]";"F";"BAO_0000019";"assay format";"Homo sapiens";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";""
"CHEMBL1408202";"";"0";"429.50";"0";"2.33";"SID24789981";"CCn1cc(C(=O)NCc2ccco2)c(=O)c2cc(S(=O)(=O)N3CCCC3)ccc21";"IC50";"'='";"1314.63";"nM";"5.88";"";"Active";"UO_0000065";"";"";"";"";"False";"CHEMBL1614423";"PUBCHEM_BIOASSAY: Thrombin 1536 HTS Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 1046 (Thrombin 1536 HTS; hits were confirmed in this assay)]";"F";"BAO_0000019";"assay format";"Homo sapiens";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";""
"CHEMBL344204";"";"0";"480.59";"0";"-0.57";"3, CVS 1778";"N=C(N)NCCC[C@@H](C=O)NC(=O)CN1CCCC[C@H](NS(=O)(=O)Cc2ccccc2)C1=O";"IC50";"'='";"0.71";"nM";"9.15";"";"";"UO_0000065";"19.04";"0.38";"9.72";"5.24";"False";"CHEMBL811069";"Compound was evaluated for inhibition of amidolytic activity for chromogenic substrate thrombin F11a.";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129391";"1";"Scientific Literature";"J. Med. Chem.";"1996";""
"CHEMBL44753";"";"0";"498.56";"0";"4.61";"28";"Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2ccc3cc(O)ccc3c2)n1";"IC50";"'>'";"11000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL816446";"Inhibitory activity against thrombin";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135946";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2002";""
"CHEMBL19368";"";"0";"390.49";"0";"3.95";"16";"CC(=N)N1CC[C@H](Oc2ccc(CCc3cc4cc(C(=N)N)ccc4o3)cc2)C1";"IC50";"'='";"4000.0";"nM";"5.40";"";"";"UO_0000065";"13.82";"0.25";"1.45";"5.43";"False";"CHEMBL815797";"In vitro evaluation for the concentration needed for inhibiting thrombin by 50%";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127638";"1";"Scientific Literature";"J. Med. Chem.";"1994";""
"CHEMBL1788240";"";"0";"459.53";"0";"0.24";"-(S)-13h";"N=C(N)c1ccc(CNC(=O)C[C@@H]2OCCN(NS(=O)(=O)Cc3ccccc3)C2=O)cc1";"IC50";"'='";"9150.0";"nM";"5.04";"";"";"UO_0000065";"10.96";"0.22";"4.80";"3.26";"False";"CHEMBL818151";"Inhibitory activity against human thrombin";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144900";"1";"Scientific Literature";"J. Med. Chem.";"2003";""
"CHEMBL345785";"";"0";"496.64";"0";"3.27";"9";"CC(=N)N1CCC(Oc2ccc(N(Cc3cc4cc(C(=N)N)ccc4n3C)S(C)(=O)=O)cc2)CC1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL769316";"Inhibition of factor II";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136571";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";""
"CHEMBL131452";"";"0";"719.89";"2";"2.51";"10hh";"N=C(N)NCCC[C@H](NC(=O)[C@H](COCc1ccccc1)NC(=O)[C@@H](Cc1ccccc1)NS(=O)(=O)Cc1ccccc1)C(=O)c1nccs1";"IC50";"'='";"9890.0";"nM";"5.00";"";"";"UO_0000065";"6.95";"0.14";"2.49";"2.44";"False";"CHEMBL816078";"Inhibitory activity against thrombin (IIa).";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145084";"1";"Scientific Literature";"J. Med. Chem.";"2003";""
"CHEMBL130252";"";"0";"739.92";"2";"3.69";"10ff";"N=C(N)NCCC[C@H](NC(=O)[C@H](Cc1cccc2ccccc12)NC(=O)[C@@H](Cc1ccccc1)NS(=O)(=O)Cc1ccccc1)C(=O)c1nccs1";"IC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL816078";"Inhibitory activity against thrombin (IIa).";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145084";"1";"Scientific Literature";"J. Med. Chem.";"2003";""
"CHEMBL429170";"";"0";"707.85";"2";"2.67";"10n";"N=C(N)NCCC[C@H](NC(=O)[C@H](Cc1cccc(F)c1)NC(=O)[C@@H](Cc1ccccc1)NS(=O)(=O)Cc1ccccc1)C(=O)c1nccs1";"IC50";"'='";"15000.0";"nM";"4.82";"";"";"UO_0000065";"6.81";"0.13";"2.15";"2.46";"False";"CHEMBL816078";"Inhibitory activity against thrombin (IIa).";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145084";"1";"Scientific Literature";"J. Med. Chem.";"2003";""
"CHEMBL323963";"";"0";"387.48";"0";"0.52";"5q";"C[C@H](C(=O)N1CCC[C@H]1C(=O)NC(C=O)CCCN=C(N)N)c1ccccc1";"IC50";"'='";"94.0";"nM";"7.03";"";"";"UO_0000065";"18.13";"0.34";"6.51";"5.37";"False";"CHEMBL816690";"Inhibitory activity against thrombin";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1126581";"1";"Scientific Literature";"J. Med. Chem.";"1993";""
"CHEMBL339241";"";"0";"725.84";"2";"2.81";"10r";"N=C(N)NCCC[C@H](NC(=O)[C@H](Cc1cc(F)cc(F)c1)NC(=O)[C@@H](Cc1ccccc1)NS(=O)(=O)Cc1ccccc1)C(=O)c1nccs1";"IC50";"'='";"6820.0";"nM";"5.17";"";"";"UO_0000065";"7.12";"0.14";"2.36";"2.63";"False";"CHEMBL816078";"Inhibitory activity against thrombin (IIa).";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145084";"1";"Scientific Literature";"J. Med. Chem.";"2003";""
"CHEMBL256396";"";"0";"586.70";"1";"1.34";"13";"Cn1c(C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]2CC[C@H]3CN(C(=O)CCc4ccccc4)CC(=O)N32)nc2ccccc21";"IC50";"'='";"51.0";"nM";"7.29";"";"";"UO_0000065";"12.43";"0.23";"5.95";"4.38";"True";"CHEMBL815802";"Inhibition of human Thrombin";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132074";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1999";""
"CHEMBL407142";"";"0";"765.96";"2";"4.20";"10ii";"N=C(N)NCCC[C@H](NC(=O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)[C@@H](Cc1ccccc1)NS(=O)(=O)Cc1ccccc1)C(=O)c1nccs1";"IC50";"'='";"11200.0";"nM";"4.95";"";"";"UO_0000065";"6.46";"0.13";"0.75";"2.52";"False";"CHEMBL816078";"Inhibitory activity against thrombin (IIa).";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145084";"1";"Scientific Literature";"J. Med. Chem.";"2003";""
"CHEMBL175122";"";"0";"484.34";"0";"4.42";"53";"O=C(Nc1ccc(Cl)cc1C(=O)Nc1ccc(Cl)cn1)c1ccc(CN2CCNC2=O)cc1";"IC50";"'>'";"11000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL818150";"Inhibitory activity against thrombin.";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147578";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";""
"CHEMBL138610";"";"0";"517.63";"2";"5.48";"8";"COC(=O)C(Cc1cccc(C(=N)N)c1)C(/C=C/c1ccccc1)NC(=O)c1ccc(-c2ccccc2)cc1";"IC50";"'='";"18000.0";"nM";"4.75";"";"";"UO_0000065";"9.17";"0.17";"-0.74";"4.51";"False";"CHEMBL816075";"Inhibitory activity against human Thrombin";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131467";"1";"Scientific Literature";"J. Med. Chem.";"1998";""
"CHEMBL312151";"";"0";"688.81";"1";"2.63";"19";"N=C(N)N1CCCC(C[C@H](NC(=O)CN2C(=O)CN(CCCc3ccc([N+](=O)[O-])cc3)C(=O)[C@H]2Cc2ccccc2)C(=O)c2nccs2)C1";"IC50";"'='";"210.0";"nM";"6.68";"";"";"UO_0000065";"9.69";"0.19";"4.05";"3.41";"False";"CHEMBL818158";"Inhibitory concentration required against thrombin was determined";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132099";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1999";""
"CHEMBL80013";"";"0";"719.91";"1";"4.31";"5";"N=C(N)N1CCCC(C[C@H](NC(=O)CN2C(=O)CN(CCCc3ccccc3)C(=O)[C@H]2C(c2ccccc2)c2ccccc2)C(=O)c2nccs2)C1";"IC50";"'='";"350.0";"nM";"6.46";"";"";"UO_0000065";"8.97";"0.17";"2.15";"4.23";"False";"CHEMBL818158";"Inhibitory concentration required against thrombin was determined";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132099";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1999";""
"CHEMBL344584";"";"0";"373.41";"0";"1.69";"17";"CC(=O)OCC(=O)N1C(=O)[C@H](C)[C@H]2C(C(=O)OCc3ccccc3)CC[C@@H]21";"IC50";"'='";"24200.0";"nM";"4.62";"";"";"UO_0000065";"12.36";"0.23";"2.93";"5.13";"False";"CHEMBL814936";"Tested for inhibitory activity against Thrombin.";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132953";"1";"Scientific Literature";"J. Med. Chem.";"2000";""
"CHEMBL349606";"";"0";"660.82";"1";"0.52";"24";"N=C(N)NCCC[C@H](NC(=O)CN1CCN(S(=O)(=O)Cc2ccccc2)[C@H](CC(=O)N2CCCCC2)C1=O)C(=O)c1nccs1";"IC50";"'='";"8000.0";"nM";"5.10";"";"";"UO_0000065";"7.71";"0.15";"4.58";"2.56";"False";"CHEMBL810937";"In vitro inhibitory activity against serine protease thrombin";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136599";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";""
"CHEMBL84083";"";"0";"615.76";"1";"2.29";"15";"N=C(N)N1CCCC(C[C@H](NC(=O)CN2C(=O)CN(Cc3ccccc3)C(=O)[C@H]2Cc2ccccc2)C(=O)c2nccs2)C1";"IC50";"'='";"1230.0";"nM";"5.91";"";"";"UO_0000065";"9.60";"0.18";"3.62";"3.87";"False";"CHEMBL818158";"Inhibitory concentration required against thrombin was determined";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132099";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1999";""
"CHEMBL76068";"";"0";"530.59";"1";"1.03";"21";"Cn1c(=O)c(Cc2ccc(C(=N)N)cc2)nc2cc(C3(C(=O)N4CCCC4C(=O)NCC(=O)O)CC3)ccc21";"IC50";"'='";"190.0";"nM";"6.72";"";"";"UO_0000065";"12.67";"0.24";"5.69";"3.92";"False";"CHEMBL816077";"Inhibition of human thrombin";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146615";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";""
"CHEMBL343805";"";"0";"479.60";"0";"0.07";"3m";"N=C(N)C1CCC[C@H](NC(=O)CN2CCCC[C@H](NS(=O)(=O)Cc3ccccc3)C2=O)C1O";"IC50";"'='";"0.71";"nM";"9.15";"";"";"UO_0000065";"19.08";"0.38";"9.08";"5.52";"False";"CHEMBL816448";"In vitro for inhibition of serine protease thrombin(FIIa).";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129392";"1";"Scientific Literature";"J. Med. Chem.";"1996";""
"CHEMBL299435";"";"0";"538.67";"1";"2.44";"62";"C[C@@H]1C(=O)N(C(=O)C2CC2)[C@H]2CCN(C(=O)[C@@H]3CCCN3S(=O)(=O)c3cccc4c(N(C)C)cccc34)[C@H]12";"IC50";"'>'";"200000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL810931";"Concentration required for 50% thrombin inhibition";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135388";"1";"Scientific Literature";"J. Med. Chem.";"2002";""
"CHEMBL76834";"";"0";"725.84";"2";"2.81";"10q";"N=C(N)NCCC[C@H](NC(=O)[C@H](Cc1ccc(F)c(F)c1)NC(=O)[C@@H](Cc1ccccc1)NS(=O)(=O)Cc1ccccc1)C(=O)c1nccs1";"IC50";"'='";"11200.0";"nM";"4.95";"";"";"UO_0000065";"6.82";"0.14";"2.14";"2.52";"False";"CHEMBL816078";"Inhibitory activity against thrombin (IIa).";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145084";"1";"Scientific Literature";"J. Med. Chem.";"2003";""
"CHEMBL257867";"";"0";"656.79";"2";"0.16";"10f";"N=C(N)NCCC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](Cc1ccccc1)NS(=O)(=O)Cc1ccccc1)C(=O)c1nccs1";"IC50";"'='";"60000.0";"nM";"4.22";"";"";"UO_0000065";"6.43";"0.13";"4.06";"1.76";"True";"CHEMBL816078";"Inhibitory activity against thrombin (IIa).";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145084";"1";"Scientific Literature";"J. Med. Chem.";"2003";""
"CHEMBL102134";"";"0";"318.37";"0";"1.85";"5";"CC(=O)O.N=C(N)c1cccc(C[C@H]2C(=O)O[C@H]3CCC[C@@H]32)c1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL811074";"Inhibition of thrombin";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130641";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1998";""
"CHEMBL99622";"";"0";"234.32";"0";"2.87";"alpha-Phenylthio";"O=C1O[C@H]2CCC[C@@H]2[C@H]1Sc1ccccc1";"IC50";"'='";"6.0";"nM";"8.22";"";"";"UO_0000065";"35.09";"0.70";"5.35";"31.26";"False";"CHEMBL811074";"Inhibition of thrombin";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130641";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1998";""
"CHEMBL133006";"";"0";"481.99";"0";"2.96";"29c";"CCCCNc1nc(Cl)c(-c2cccc(N)c2)n(CC(=O)NCc2ccc(C(=N)N)cc2)c1=O";"IC50";"'='";"17850.0";"nM";"4.75";"";"";"UO_0000065";"9.85";"0.19";"1.79";"3.13";"False";"CHEMBL816079";"Inhibitory activity against thrombin (IIa) was determined";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145085";"1";"Scientific Literature";"J. Med. Chem.";"2003";""
"CHEMBL3215401";"";"0";"2095.22";"";"";"15";"O=S(=O)([O-])OC[C@@H]1O[C@H](O[C@H]2O[C@@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]3O[C@@H](COS(=O)(=O)[O-])[C@@H](OS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@@H]3O[C@@H]3O[C@@H](COS(=O)(=O)[O-])[C@@H](OS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@@H]3OS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@@H]2OS(=O)(=O)[O-])[C@@H](OS(=O)(=O)[O-])[C@@H](OS(=O)(=O)[O-])[C@H]1OS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]";"IC50";"'>'";"1000.0";"ug.mL-1";"";"Outside typical range";"";"UO_0000274";"";"";"";"";"False";"CHEMBL658194";"Anticoagulant activity when interacted with Coagulation factor II";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150528";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1995";""
"CHEMBL279367";"";"0";"421.50";"0";"3.35";"25";"CCOC(=O)C(Cc1ccc(O[C@H]2CCNC2)cc1)c1cc2cc(C(=N)N)ccc2o1";"IC50";"'='";"20000.0";"nM";"4.70";"";"";"UO_0000065";"11.15";"0.21";"1.35";"4.25";"False";"CHEMBL815797";"In vitro evaluation for the concentration needed for inhibiting thrombin by 50%";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127638";"1";"Scientific Literature";"J. Med. Chem.";"1994";""
"CHEMBL131521";"";"0";"464.96";"0";"2.76";"27a";"N=C(N)c1ccc(CNC(=O)Cn2c(-c3ccccc3)c(Cl)nc(N3CCCC3)c2=O)cc1";"IC50";"'='";"20000.0";"nM";"4.70";"";"";"UO_0000065";"10.11";"0.19";"1.94";"4.01";"False";"CHEMBL816079";"Inhibitory activity against thrombin (IIa) was determined";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145085";"1";"Scientific Literature";"J. Med. Chem.";"2003";""
"CHEMBL163799";"";"0";"571.69";"1";"0.76";"36";"N=C(N)NCCCC(NC(=O)CN1CCN(S(=O)(=O)c2cccc3ccccc23)CC1=O)C(=O)c1nccs1";"IC50";"'='";"118.0";"nM";"6.93";"";"";"UO_0000065";"12.12";"0.24";"6.17";"3.88";"False";"CHEMBL882279";"In vitro inhibitory activity against serine protease thrombin";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136598";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";""
"CHEMBL133683";"";"0";"529.04";"1";"4.21";"25c";"N=C(N)c1ccc(CNC(=O)Cn2c(-c3ccccc3)c(Cl)nc(NCCCc3ccccc3)c2=O)cc1";"IC50";"'='";"23600.0";"nM";"4.63";"";"";"UO_0000065";"8.75";"0.17";"0.42";"3.68";"False";"CHEMBL816079";"Inhibitory activity against thrombin (IIa) was determined";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145085";"1";"Scientific Literature";"J. Med. Chem.";"2003";""
"CHEMBL82744";"";"0";"363.32";"0";"4.32";"KI-110";"O=C(O)c1ccccc1C(=O)c1ccc(Oc2ccccc2)c([N+](=O)[O-])c1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL877963";"Compound (100 uM) was tested for inhibitory activity against thrombin; No inhibition";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146729";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";""
